shipped_date,sku,channel,qty,revenue,COGS,MOQ_orders
2021-04-17,TXSGZ5,AWH,352,5908.67,3572.8,101984
2021-04-17,TXSGZ5,FBA,32,537.15,445.84,101984
2021-04-17,U6T4EX,ADS,23,804.68,531.3,3381
2021-04-17,UHA8AA,ADS,162,4760.53,3059.53,42552
2021-04-17,UJEVZV,AWH,16,806.4,333.31,5888
2021-04-17,UKQ8XU,AWH,80,7532.0,3301.76,46992
2021-04-17,UPJIR1,ADS,36,619.42,302.4,20628
2021-04-17,UWEQYD,AWH,300,13440.0,6930.0,35130
2021-04-17,V1KLV1,AWH,330,18937.38,5987.52,251460
2021-04-17,V1KLV1,ADS,66,3787.48,1197.5,251460
2021-04-17,V3ZY,LAL,18,3780.0,3061.8,270
2021-04-17,V4KTTK,AWH,54,1473.44,1058.4,23544
2021-04-17,V4KTTK,FBA,18,491.15,397.83,23544
2021-04-17,V8SEQG,AWH,1560,21818.16,13104.0,910416
2021-04-17,VHA8AA,AWH,216,13907.38,5682.1,43146
2021-04-17,VJ00JJ,AWH,1078,25641.31,17959.48,612108
2021-04-17,VJK56C,AWH,820,172188.52,43624.0,707742
2021-04-17,VJZPSX,ADS,133,7066.29,3444.7,26106
2021-04-17,VLMPCV,AWH,182,3516.24,1783.6,75894
2021-04-17,VMBQAA,ADS,440,12929.84,8008.0,181830
2021-04-17,VMJZXR,AWH,75,3988.95,3097.5,12825
2021-04-17,VQ78GS,ADS,18,705.35,478.8,21978
2021-04-17,VXS4Z2,AWH,123,2453.85,1746.11,63632
2021-04-17,VYKBYK,AWH,144,11489.18,8064.0,22464
2021-04-17,VYKBYK,FBM,72,5744.59,4997.8,22464
2021-04-17,W9BAAA,ADS,728,20373.81,13249.6,370440
2021-04-17,WH15LG,FBM,582,12621.25,11232.91,1746
2021-04-17,X2WL99,ADS,38,2792.47,1908.82,10754
2021-04-17,X3K31C,ADS,13,1729.0,546.91,43797
2021-04-17,XBD1N3,AWH,34,3141.12,2237.2,13362
2021-04-17,XCM3W1,ADS,150,6066.9,3570.0,7200
2021-04-17,XDYFFX,AWH,729,7960.68,5603.09,205983
2021-04-17,XGKXVP,ADS,20,1400.0,727.72,7520
2021-04-17,XGKXVP,LAL,20,700.0,574.0,7520
2021-04-17,XL4P9Z,AWH,637,21581.56,10701.6,169442
2021-04-17,XPHIGW,AWH,36,867.38,428.4,5832
2021-04-17,XRMNSM,FBA,20,1483.72,1216.65,5120
2021-04-17,XXBFAA,AWH,224,7836.86,6115.2,320544
2021-04-17,XXBFAA,FBA,56,1959.22,1665.33,320544
2021-04-17,XZBC0W,ADS,34,4283.52,2265.76,25041
2021-04-17,XZBC0W,AWH,17,2141.76,1428.0,25041
2021-04-17,XZBC0W,FBA,17,2141.76,1734.83,25041
2021-04-17,Y3K3K2,ADS,52,16743.27,6916.0,20176
2021-04-17,Y3KMCI,AWH,384,18810.62,5085.7,177312
2021-04-17,Y6HWKQ,AWH,492,16002.55,10332.0,410000
2021-04-17,YCJJRJ,AWH,255,5355.0,3570.0,93570
2021-04-17,YFTJ26,ADS,60,2603.16,1709.4,7020
2021-04-17,YJZM4C,FBM,19,663.67,537.57,7676
2021-04-17,YXSGGN,AWH,672,14572.99,11383.68,157152
2021-04-17,Z4G4S2,AWH,77,6466.92,1886.5,38742
2021-04-17,ZKMHR8,ADS,289,17798.35,11086.04,83844
2021-04-17,ZL9PAU,AWH,828,15637.61,11592.0,161368
2021-04-17,ZMP58F,FBM,76,3190.94,2584.66,9120
2021-04-19,0FKFLA,AWH,435,17861.97,7308.0,427545
2021-04-19,0G8Z4M,AWH,17,213.96,119.0,2516
2021-04-19,13KMDL,AWH,360,25174.8,6501.6,158136
2021-04-19,1BAT7W,FBA,20,1623.72,1331.45,2520
2021-04-19,1GURWB,AWH,51,1034.59,357.0,5525
2021-04-19,1JKADT,AWH,260,43727.01,32506.8,978040
2021-04-19,1JKADT,ADI,98,1507.83,,978040
2021-04-19,1WTQ7A,AWH,225,3776.85,2992.5,40995
2021-04-19,1XS4TA,AWH,492,15873.4,4683.84,74374
2021-04-19,28KCOJ,FBM,75,5563.95,4840.64,32625
2021-04-19,2HFQEL,FBA,20,2323.72,1905.45,3120
2021-04-19,33KM7A,ADI,504,35272.94,9165.74,206856
2021-04-19,3JT08X,AWH,784,20843.42,13061.44,233730
2021-04-19,3RQKGC,ADI,48,4031.33,1758.62,45936
2021-04-19,3XJ3LD,AWH,34,2736.52,2284.8,25364
2021-04-19,3XSG8S,AWH,32,474.88,268.8,37696
2021-04-19,44SQ3H,AWH,408,29136.91,14508.48,158168
2021-04-19,47KY2J,AWH,140,25870.04,5880.0,66360
2021-04-19,48CE59,AWH,728,12220.21,7134.4,370344
2021-04-19,4HSDFL,AWH,675,16055.55,12001.5,187560
2021-04-19,4HYCQW,AWH,187,15446.2,4843.3,81840
2021-04-19,4JG1BP,AWH,50,699.3,525.0,31920
2021-04-19,4JRLXP,AWH,18,302.15,212.18,19008
2021-04-19,4OCITK,AWH,260,46312.57,27038.2,908610
2021-04-19,4YT2UF,AWH,80,2116.8,1736.0,41952
2021-04-19,4YT2UF,FBM,32,846.72,685.84,41952
2021-04-19,51ZSU8,AWH,225,11724.3,5147.1,159750
2021-04-19,52BTEO,FBA,23,643.68,527.82,90988
2021-04-19,58CEBZ,AWH,396,5538.46,3326.4,270006
2021-04-19,5BMTKB,FBA,19,669.79,542.53,9462
2021-04-19,5GMZKB,FBA,38,1382.67,1119.96,1026
2021-04-19,66U6XU,FBA,38,1169.87,947.59,8930
2021-04-19,67LPLP,AWH,1472,57681.79,41216.0,1337496
2021-04-19,6HSD4J,AWH,1470,99277.92,46099.2,377398
2021-04-19,6HZE4G,AWH,44,1879.42,1016.4,47058
2021-04-19,6L8PXB,AWH,552,6947.47,5409.6,265788
2021-04-19,6RA0AE,AWH,48,4165.73,3024.0,54816
2021-04-19,6RXJTU,AWH,16,2030.71,990.08,17520
2021-04-19,6ZWDP6,AWH,136,8558.48,7349.44,146319
2021-04-19,73DZ92,FBA,17,725.9,587.98,49419
2021-04-19,7KQRZQ,FBA,20,2043.72,1675.85,2820
2021-04-19,7XL27C,AWH,170,30828.14,9758.0,61438
2021-04-19,815SZ1,AWH,74,2366.22,980.06,41736
2021-04-19,87Y9K0,AWH,18,302.15,226.8,12060
2021-04-19,8DVZ3P,FBA,20,1399.72,1147.77,15900
2021-04-19,8GZ501,AWH,68,846.33,476.0,2822
2021-04-19,8LCPHF,AWH,546,21530.6,10701.6,193648
2021-04-19,8SH1DW,AWH,48,1813.73,1344.0,44688
2021-04-19,9LPCPF,AWH,234,7859.12,4914.0,65988
2021-04-19,9O55HC,AWH,693,19365.19,9702.0,180576
2021-04-19,9VU695,AWH,60,1301.16,1059.24,133320
2021-04-19,9YP2R5,AWH,60,1119.72,588.0,17250
2021-04-19,A9WS0A,AWH,158,4642.99,2654.4,389154
2021-04-19,AJWJGT,AWH,80,7328.16,2128.0,35088
2021-04-19,AL67D0,FBM,19,1222.27,990.04,38874
2021-04-19,B1HE29,AWH,27,226.42,170.1,9963
2021-04-19,B88A3K,AWH,190,3189.34,1596.0,42390
2021-04-19,BCLS4F,AWH,176,13341.74,5746.05,47920
2021-04-19,BFTBBT,AWH,340,12371.24,7616.0,61744
2021-04-19,BJ30D6,AWH,1862,75701.47,31020.92,413168
2021-04-19,C3KMT3,AWH,144,7658.78,6048.0,53784
2021-04-19,CPKIH7,FBA,48,937.44,759.33,5100
2021-04-19,CYU4FH,AWH,32,2687.55,1120.0,72288
2021-04-19,DYK69P,AWH,24,3695.66,1344.0,31752
2021-04-19,EHS5ZZ,ADI,85,4211.41,,108715
2021-04-19,ERG9J1,FBA,36,2393.5,1938.73,10332
2021-04-19,EV6MLC,AWH,16,514.98,335.78,19936
2021-04-19,F1K8IX,AWH,325,7735.0,5091.45,54080
2021-04-19,FJDJ6B,ADI,260,106822.55,60977.17,3407592
2021-04-19,FJDJ6B,AWH,1312,34880.83,21123.2,3407592
2021-04-19,FYKGO9,AWH,13,1819.82,488.12,17511
2021-04-19,G4SQOR,AWH,34,1855.92,1428.0,61880
2021-04-19,G7SY8H,FBM,20,529.2,433.94,2600
2021-04-19,G9ABSJ,AWH,170,3924.62,2591.82,47022
2021-04-19,GOL53F,AWH,198,7395.7,3326.4,54054
2021-04-19,GS0LA7,FBA,40,2569.84,2107.27,17200
2021-04-19,GS9HRV,AWH,224,3763.2,3910.59,42720
2021-04-19,GSVC5Z,AWH,224,6582.46,4704.0,22672
2021-04-19,GTSQ2X,AWH,1922,38316.99,20181.0,571857
2021-04-19,H1KOT5,AWH,134,5438.52,3564.4,96882
2021-04-19,HCUM92,FBA,20,1287.72,1055.93,6900
2021-04-19,HF42M5,AWH,48,1444.13,1142.4,11280
2021-04-19,HHB8AA,FBM,62,1561.53,1342.92,36146
2021-04-19,HK1R6J,AWH,54,17387.24,7560.0,31878
2021-04-19,HLC8AA,FBM,60,1679.16,1444.08,86760
2021-04-19,HNZ52S,AWH,140,4800.04,3528.0,58660
2021-04-19,HVARMV,AWH,264,4431.5,2953.1,219384
2021-04-19,HZXTA4,AWH,34,4705.26,3041.64,23766
2021-04-19,I2CVAA,AWH,60,2099.16,1638.0,159660
2021-04-19,IHB8AA,AWH,310,8458.66,6510.0,63798
2021-04-19,JLZPTV,AWH,273,9440.34,4586.4,74256
2021-04-19,JQLOC6,AWH,64,1701.5,985.6,160320
2021-04-19,JV6C37,AWH,690,23029.44,9177.0,82080
2021-04-19,K17SBR,AWH,160,27422.08,8646.4,26608
2021-04-19,K1RFVY,FBA,76,5531.74,4480.71,11685
2021-04-19,K3KML2,FBA,12,226.63,183.57,82344
2021-04-19,KR6KWK,AWH,32,917.95,851.2,18144
2021-04-19,KR6KWK,FBA,16,458.98,371.77,18144
2021-04-19,KVCUK1,AWH,403,18612.96,3949.4,241521
2021-04-19,KYKKWV,AWH,72,4333.39,3528.0,46584
2021-04-19,L91FRA,AWH,17,499.8,282.98,26571
2021-04-19,LO65T4,AWH,891,37422.0,18711.0,284922
2021-04-19,LR6CM3,AWH,128,5195.01,3584.0,55008
2021-04-19,LR6CM3,FBM,16,649.38,525.99,55008
2021-04-19,LWE5XT,FBA,36,1133.5,918.13,3816
2021-04-19,M4U899,FBA,38,1646.54,1333.7,36993
2021-04-19,MJU0KH,AWH,392,13714.51,6530.72,108780
2021-04-19,MLKPQP,AWH,460,15320.76,6440.0,360456
2021-04-19,MR96NR,AWH,32,8511.1,2620.8,12000
2021-04-19,MRC6CX,AWH,16,3583.78,1702.4,7296
2021-04-19,MRSB7D,AWH,48,4165.73,1854.72,18880
2021-04-19,MS0NS9,AWH,16,716.8,313.6,52224
2021-04-19,MWRVT7,AWH,180,7557.48,5292.0,129222
2021-04-19,MZTCMS,AWH,192,11219.71,3427.2,81856
2021-04-19,NLDP86,AWH,364,15288.0,7134.4,513513
2021-04-19,NP3CXM,FBM,57,4787.2,3877.63,13832
2021-04-19,NPCIZC,AWH,36,767.09,277.2,31248
2021-04-19,P0P4DU,FBM,42,1322.41,1110.83,882
2021-04-19,Q1KPKF,AWH,272,19416.99,8377.6,188904
2021-04-19,QJBAVK,AWH,98,2331.03,1577.8,174342
2021-04-19,QKFNK3,FBA,20,1623.72,1331.45,920
2021-04-19,QL15HY,FBA,48,2351.33,1904.58,23172
2021-04-19,QL15HY,AWH,36,1763.5,1234.8,23172
2021-04-19,QN7JGV,FBA,19,2180.93,1766.56,1577
2021-04-19,QX669B,AWH,270,14364.0,4536.0,150030
2021-04-19,QYKP3H,FBM,38,2659.47,2154.17,10412
2021-04-19,R28JCY,AWH,80,2126.88,1134.56,65280
2021-04-19,RHA8AA,AWH,594,24939.68,4981.28,102654
2021-04-19,RJDYBG,FBA,20,2099.72,1721.77,3360
2021-04-19,RYEMHT,AWH,105,3528.0,1655.22,112095
2021-04-19,S14SRA,FBM,150,7557.9,6575.37,82650
2021-04-19,S3JSML,AWH,85,3092.81,1856.4,82450
2021-04-19,S3KM6D,AWH,84,7292.38,2587.2,97344
2021-04-19,SC13HN,FBA,72,2821.39,2285.33,9936
2021-04-19,SC13HN,FBM,18,705.35,571.33,9936
2021-04-19,SVXKJD,AWH,18,1831.28,1033.2,13572
2021-04-19,SYKDWG,FBM,36,2670.7,2163.26,15876
2021-04-19,T0L9TM,AWH,192,3583.1,1881.6,25632
2021-04-19,TGSLCJ,FBA,430,10227.98,8591.5,250604
2021-04-19,THA8AA,AWH,432,21464.35,6652.8,238032
2021-04-19,TR3GMZ,AWH,48,2016.0,1209.6,30480
2021-04-19,TVBFCC,FBA,19,824.33,667.71,4541
2021-04-19,TXSGZ5,AWH,384,6445.82,3897.6,101984
2021-04-19,UJEVZV,AWH,32,1612.8,666.62,5888
2021-04-19,UKQ8XU,AWH,64,6025.6,2641.41,46992
2021-04-19,UWEQYD,AWH,120,5376.0,2772.0,35130
2021-04-19,V1KLV1,AWH,396,22724.86,7185.02,251460
2021-04-19,V4KTTK,AWH,54,1473.44,1058.4,23544
2021-04-19,V8SEQG,AWH,1066,14909.08,8954.4,910416
2021-04-19,VHA8AA,AWH,324,20861.06,8523.14,43146
2021-04-19,VJ00JJ,AWH,1078,25641.31,17959.48,612108
2021-04-19,VJK56C,AWH,574,120531.96,30536.8,707742
2021-04-19,VMJZXR,AWH,75,3988.95,3097.5,12825
2021-04-19,VXS4Z2,AWH,205,4089.75,2910.18,63632
2021-04-19,VYKBYK,AWH,72,5744.59,4032.0,22464
2021-04-19,XDYFFX,AWH,324,3538.08,2490.26,205983
2021-04-19,XL4P9Z,AWH,273,9249.24,4586.4,169442
2021-04-19,XL7BBV,FBA,34,1213.32,982.79,20553
2021-04-19,XPHIGW,AWH,24,578.26,285.6,5832
2021-04-19,XRMNSM,FBM,80,5934.88,4866.6,5120
2021-04-19,XRMNSM,FBA,20,1483.72,1216.65,5120
2021-04-19,XXBFAA,AWH,280,9796.08,7644.0,320544
2021-04-19,XZBC0W,AWH,68,8567.05,5712.0,25041
2021-04-19,Y3KMCI,AWH,372,18222.79,4926.77,177312
2021-04-19,Y6HWKQ,AWH,82,2667.09,1722.0,410000
2021-04-19,YCJJRJ,AWH,150,3150.0,2100.0,93570
2021-04-19,YXSGGN,AWH,672,14572.99,11383.68,157152
2021-04-19,Z4G4S2,AWH,88,7390.77,2156.0,38742
2021-04-19,ZK23WH,FBA,20,1805.72,1480.69,2820
2021-04-19,ZL9PAU,AWH,644,12162.58,9016.0,161368
2021-04-19,ZMP58F,FBM,95,3988.67,3230.82,9120
2021-04-19,ZQZPT9,AWH,18,2998.55,781.2,8172
2021-04-21,0FKFLA,AWH,615,25253.13,10332.0,427545
2021-04-21,0G8Z4M,AWH,34,427.92,238.0,2516
2021-04-21,0G8Z4M,FBA,17,213.96,173.31,2516
2021-04-21,0NFJ14,FBM,19,1063.73,861.62,18734
2021-04-21,13KMDL,AWH,516,36083.88,9318.96,158136
2021-04-21,1GURWB,AWH,34,689.72,238.0,5525
2021-04-21,1JKADT,AWH,260,48250.5,35869.57,978040
2021-04-21,1JKADT,ADI,294,4523.48,,978040
2021-04-21,1WTQ7A,AWH,150,2517.9,1995.0,40995
2021-04-21,1XS4TA,AWH,492,15873.4,4683.84,74374
2021-04-21,33KM7A,ADI,360,25194.96,6546.96,206856
2021-04-21,3JT08X,AWH,196,5210.86,3265.36,233730
2021-04-21,3RQKGC,ADI,96,8062.66,3517.25,45936
2021-04-21,3XJ3LD,AWH,85,6841.31,5712.0,25364
2021-04-21,3XSG8S,AWH,96,1424.64,806.4,37696
2021-04-21,413SNL,AWH,74,2070.96,1346.8,23976
2021-04-21,44SQ3H,AWH,306,21852.68,10881.36,158168
2021-04-21,47KY2J,AWH,70,12935.02,2940.0,66360
2021-04-21,48CE59,AWH,1222,20512.49,11975.6,370344
2021-04-21,4G7HUX,FBA,40,3080.0,2525.6,3700
2021-04-21,4HSDFL,AWH,495,11774.07,8801.1,187560
2021-04-21,4HYCQW,AWH,253,20897.8,6552.7,81840
2021-04-21,4JG1BP,AWH,60,839.16,630.0,31920
2021-04-21,4JRLXP,AWH,18,302.15,212.18,19008
2021-04-21,4OCITK,AWH,260,47873.67,27949.6,908610
2021-04-21,4YT2UF,AWH,96,2540.16,2083.2,41952
2021-04-21,51ZSU8,AWH,300,15632.4,6862.8,159750
2021-04-21,58CEBZ,AWH,396,5538.46,3326.4,270006
2021-04-21,5JT2J6,FBA,90,2518.74,2040.18,5976
2021-04-21,67LPLP,AWH,260,86522.69,61824.0,1337496
2021-04-21,6HSD4J,AWH,1470,99277.92,46099.2,377398
2021-04-21,6HZE4G,AWH,66,2819.12,1524.6,47058
2021-04-21,6L8PXB,AWH,92,1157.91,901.6,265788
2021-04-21,6RA0AE,AWH,64,5554.3,4032.0,54816
2021-04-21,6RXJTU,AWH,48,6092.13,2970.24,17520
2021-04-21,6ZS8QG,AWH,34,5958.09,4469.64,17034
2021-04-21,6ZWDP6,AWH,102,6418.86,5283.6,146319
2021-04-21,7XL27C,AWH,340,61656.28,19516.0,61438
2021-04-21,815SZ1,AWH,74,2366.22,980.06,41736
2021-04-21,84K8NY,AWH,24,4751.88,1512.0,21072
2021-04-21,87Y9K0,AWH,54,906.44,680.4,12060
2021-04-21,87Y9K0,FBA,18,302.15,244.74,12060
2021-04-21,8DVZ3P,FBA,20,1399.72,1147.77,15900
2021-04-21,8GZ501,AWH,34,423.16,238.0,2822
2021-04-21,8LCPHF,AWH,546,21530.6,10701.6,193648
2021-04-21,8SH1DW,AWH,32,1209.15,896.0,44688
2021-04-21,9LPCPF,AWH,126,4231.84,2646.0,65988
2021-04-21,9O55HC,AWH,693,19365.19,9702.0,180576
2021-04-21,9VU695,AWH,50,1084.3,882.7,133320
2021-04-21,9YP2R5,AWH,105,1959.51,1029.0,17250
2021-04-21,A1ZSVH,AWH,74,1552.96,616.42,66822
2021-04-21,A9WS0A,AWH,316,9285.98,5308.8,389154
2021-04-21,AJWJGT,AWH,16,1465.63,425.6,35088
2021-04-21,AL67D0,FBM,114,7333.62,5940.23,38874
2021-04-21,B1HE29,AWH,27,226.42,170.1,9963
2021-04-21,B88A3K,AWH,280,4700.08,2352.0,42390
2021-04-21,B88A3K,FBM,30,503.58,407.9,42390
2021-04-21,BCLS4F,AWH,208,15767.51,6790.78,47920
2021-04-21,BFTBBT,AWH,136,4948.5,3046.4,61744
2021-04-21,BJ30D6,AWH,1470,59764.32,24490.2,413168
2021-04-21,C3KMT3,AWH,132,7020.55,5544.0,53784
2021-04-21,C3KMT3,FBM,12,638.23,516.97,53784
2021-04-21,CYU4FH,AWH,80,6718.88,2800.0,72288
2021-04-21,D3K11D,AWH,83,1758.11,697.2,14276
2021-04-21,DYK69P,AWH,36,5543.5,2016.0,31752
2021-04-21,E1JSV3,AWH,148,3791.76,1481.48,40552
2021-04-21,EHS5ZZ,FBA,85,4211.41,3706.04,108715
2021-04-21,EV6MLC,AWH,16,514.98,335.78,19936
2021-04-21,F1K8IX,AWH,195,4641.0,3054.87,54080
2021-04-21,FJDJ6B,ADI,260,119902.86,68443.76,3407592
2021-04-21,FJDJ6B,AWH,1312,34880.83,21123.2,3407592
2021-04-21,FQWWBN,FBA,19,1196.73,969.35,8588
2021-04-21,FYKGO9,AWH,52,7279.27,1952.5,17511
2021-04-21,G4SQOR,AWH,170,9279.62,7140.0,61880
2021-04-21,G9ABSJ,AWH,119,2747.23,1814.27,47022
2021-04-21,GOL53F,AWH,99,3697.85,1663.2,54054
2021-04-21,GS0LA7,FBA,20,1284.92,1053.63,17200
2021-04-21,GS9HRV,AWH,80,1344.0,1396.64,42720
2021-04-21,GSVC5Z,AWH,224,6582.46,4704.0,22672
2021-04-21,GTSQ2X,AWH,1612,32136.83,16926.0,571857
2021-04-21,H1KOT5,AWH,268,10877.05,7128.8,96882
2021-04-21,H1QSM7,AWH,148,3520.33,3108.0,82362
2021-04-21,HF42M5,AWH,16,481.38,380.8,11280
2021-04-21,HHB8AA,FBM,248,6246.13,5371.67,36146
2021-04-21,HK1R6J,AWH,72,23182.99,10080.0,31878
2021-04-21,HLC8AA,FBM,60,1679.16,1444.08,86760
2021-04-21,HNZ52S,AWH,230,7531.58,5796.0,58660
2021-04-21,HNZ52S,FBA,10,327.46,265.24,58660
2021-04-21,HVARMV,AWH,594,9970.88,6644.48,219384
2021-04-21,HZXTA4,AWH,51,7057.89,4562.46,23766
2021-04-21,I2CVAA,AWH,60,2099.16,1638.0,159660
2021-04-21,IHB8AA,AWH,124,3383.46,2604.0,63798
2021-04-21,IHB8AA,FBM,124,3383.46,2909.78,63798
2021-04-21,IYK7WV,FBM,26,1783.24,1444.42,2847
2021-04-21,J5J5C3,FBM,19,1409.53,1141.72,5358
2021-04-21,JLZPTV,AWH,273,9440.34,4586.4,74256
2021-04-21,JQLOC6,AWH,80,2126.88,1232.0,160320
2021-04-21,JRQYHZ,AWH,48,2688.0,872.93,5376
2021-04-21,JV6C37,AWH,555,18523.68,7381.5,82080
2021-04-21,JVMXK1,FBA,19,983.93,796.99,26334
2021-04-21,K17SBR,AWH,64,10968.83,3458.56,26608
2021-04-21,KCPT4X,AWH,17,3569.76,1190.0,27897
2021-04-21,KQQJGN,FBA,19,1515.93,1227.91,31521
2021-04-21,KR6KWK,AWH,16,458.98,425.6,18144
2021-04-21,KVCUK1,AWH,372,17181.19,3645.6,241521
2021-04-21,KYKKWV,AWH,96,5777.86,4704.0,46584
2021-04-21,L91FRA,AWH,68,1999.2,1131.93,26571
2021-04-21,LO65T4,AWH,990,41580.0,20790.0,284922
2021-04-21,LOZ57L,AWH,198,3372.14,1940.4,96525
2021-04-21,LR6CM3,AWH,176,7143.14,4928.0,55008
2021-04-21,LWE5XT,FBA,72,2266.99,1836.26,3816
2021-04-21,M4U899,FBM,19,824.33,667.71,36993
2021-04-21,MJU0KH,AWH,882,30857.65,14694.12,108780
2021-04-21,MLKPQP,AWH,644,21449.06,9016.0,360456
2021-04-21,MRC6CX,AWH,16,3583.78,1702.4,7296
2021-04-21,MRSB7D,AWH,48,4165.73,1854.72,18880
2021-04-21,MS0NS9,AWH,32,1433.6,627.2,52224
2021-04-21,MWRVT7,AWH,144,6045.98,4233.6,129222
2021-04-21,MZTCMS,AWH,192,11219.71,3427.2,81856
2021-04-21,NHTPU7,AWH,68,4335.41,1904.0,30362
2021-04-21,NLDP86,AWH,1001,42042.0,19619.6,513513
2021-04-21,NP3CXM,FBM,38,3191.47,2585.09,13832
2021-04-21,NPCIZC,AWH,24,511.39,184.8,31248
2021-04-21,O3K8GP,FBM,76,8352.4,7266.59,38076
2021-04-21,OYKZMV,AWH,71,8497.71,3777.2,13632
2021-04-21,PQD24Y,FBM,19,1329.73,1077.08,2888
2021-04-21,Q1KPKF,AWH,408,29125.49,12566.4,188904
2021-04-21,QJBAVK,AWH,196,4662.06,3155.6,174342
2021-04-21,QL15HY,AWH,36,1763.5,1234.8,23172
2021-04-21,QL15HY,FBA,36,1763.5,1428.43,23172
2021-04-21,QX669B,AWH,555,29526.0,9324.0,150030
2021-04-21,R28JCY,AWH,128,3403.01,1815.3,65280
2021-04-21,RHA8AA,AWH,918,38543.15,7698.35,102654
2021-04-21,RHC27O,FBA,38,637.87,529.43,76
2021-04-21,RYEMHT,AWH,45,1512.0,709.38,112095
2021-04-21,S3JSML,AWH,289,10515.55,6311.76,82450
2021-04-21,S3KM6D,AWH,192,16668.29,5913.6,97344
2021-04-21,SC13HN,FBM,18,705.35,571.33,9936
2021-04-21,SVXKJD,AWH,54,5493.85,3099.6,13572
2021-04-21,T0L9TM,AWH,176,3284.51,1724.8,25632
2021-04-21,TGSLCJ,FBA,344,8182.38,6873.2,250604
2021-04-21,THA8AA,AWH,1026,50977.84,15800.4,238032
2021-04-21,TR3GMZ,AWH,32,1344.0,806.4,30480
2021-04-21,TVBFCC,FBA,57,2473.0,2003.13,4541
2021-04-21,TXSGZ5,AWH,416,6982.98,4222.4,101984
2021-04-21,UKQ8XU,AWH,80,7532.0,3301.76,46992
2021-04-21,UPJIR1,FBA,12,206.47,167.24,20628
2021-04-21,UWEQYD,AWH,150,6720.0,3465.0,35130
2021-04-21,V1KLV1,AWH,792,45449.71,14370.05,251460
2021-04-21,V4KTTK,AWH,126,3438.04,2469.6,23544
2021-04-21,V4KTTK,FBA,18,491.15,397.83,23544
2021-04-21,V8SEQG,AWH,1300,18181.8,10920.0,910416
2021-04-21,VHA8AA,AWH,108,6953.69,2841.05,43146
2021-04-21,VJ00JJ,AWH,1274,30303.36,21224.84,612108
2021-04-21,VJ00JJ,FBM,98,2331.03,2074.61,612108
2021-04-21,VJK56C,AWH,492,103313.11,26174.4,707742
2021-04-21,VMJZXR,AWH,90,4786.74,3717.0,12825
2021-04-21,VXS4Z2,AWH,246,4907.7,3492.22,63632
2021-04-21,XDYFFX,AWH,1134,12383.28,8715.92,205983
2021-04-21,XL4P9Z,AWH,546,18498.48,9172.8,169442
2021-04-21,XL7BBV,FBA,17,606.66,491.4,20553
2021-04-21,XPHIGW,AWH,12,289.13,142.8,5832
2021-04-21,XRMNSM,FBM,60,4451.16,3649.95,5120
2021-04-21,XXBFAA,AWH,392,13714.51,10701.6,320544
2021-04-21,Y3KMCI,AWH,276,13520.14,3655.34,177312
2021-04-21,Y6HWKQ,AWH,902,29338.0,18942.0,410000
2021-04-21,YCJJRJ,AWH,195,4095.0,2730.0,93570
2021-04-21,YJZM4C,FBM,19,663.67,537.57,7676
2021-04-21,YRQ5VF,FBA,19,1769.17,1433.02,646
2021-04-21,YRQ5VF,FBM,19,1769.17,1433.02,646
2021-04-21,YXSGGN,AWH,704,15266.94,11925.76,157152
2021-04-21,YXSGGN,FBA,32,693.95,575.98,157152
2021-04-21,Z4G4S2,AWH,88,7390.77,2156.0,38742
2021-04-21,ZL9PAU,AWH,184,3475.02,2576.0,161368
2021-04-21,ZMP58F,FBM,19,797.73,646.16,9120
2021-04-23,0FKFLA,AWH,945,38803.59,15876.0,427545
2021-04-23,0G8Z4M,AWH,17,213.96,119.0,2516
2021-04-23,0NFJ14,FBM,19,1063.73,861.62,18734
2021-04-23,11HSH1,ADS,675,32120.55,15592.5,96300
2021-04-23,13KMDL,AWH,540,37762.2,9752.4,158136
2021-04-23,17KYMH,FBM,69,4008.9,3447.65,203895
2021-04-23,1D4S7B,ADS,23,772.48,577.35,2829
2021-04-23,1DJZWY,ADS,19,837.63,585.2,8892
2021-04-23,1GURWB,AWH,68,1379.45,476.0,5525
2021-04-23,1JKADT,AWH,260,55789.64,41474.19,978040
2021-04-23,1JKADT,ADI,196,3015.66,,978040
2021-04-23,1LMH8V,ADS,76,3719.74,1915.2,152
2021-04-23,1TVFJ2,AWH,11,343.27,146.3,12705
2021-04-23,1W31XM,ADS,85,9280.81,5117.0,36261
2021-04-23,1WTQ7A,AWH,255,4280.43,3391.5,40995
2021-04-23,1XS4TA,AWH,1066,34392.36,10148.32,74374
2021-04-23,2CFKEL,LAL,20,1260.0,1033.2,280
2021-04-23,2D511A,ADS,19,717.93,412.3,2527
2021-04-23,2F4S8M,ADS,304,62558.94,15747.2,41211
2021-04-23,2HF54F,ADS,1344,62073.98,21450.24,285516
2021-04-23,2HFQEL,FBA,20,2323.72,1905.45,3120
2021-04-23,2RQ6PS,ADS,114,5424.8,2871.2,13794
2021-04-23,32V3MP,ADS,46,1735.58,1288.0,1932
2021-04-23,33KM7A,ADI,684,47870.42,12439.22,206856
2021-04-23,367XTR,ADS,19,159.33,85.12,855
2021-04-23,38KCVM,ADS,92,6181.11,3220.0,8073
2021-04-23,3B92VR,ADS,114,16135.56,9895.2,21603
2021-04-23,3JT08X,AWH,196,5210.86,3265.36,233730
2021-04-23,3MMTBP,ADS,24,738.86,467.38,408
